ObjectID,Loc_name,Status,Score,Match_type,Match_addr,Xmin,Xmax,Ymin,Ymax,Addr_type,ARC_SingleLine,datum_čas_odtahu,místo_nařízeného_odtahu,důvod_nařízeného_odtahu,ulice,X,Y
1427,ul_co_zn,M,100,A,Veveří 16,0,0,0,0,Address,Veveří 16,2013-09-06 08:20:00.000,"Veveří 16, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 16,16.6023295679077,49.1996906041389
1428,ul_co_zn,M,100,A,Veveří 4,0,0,0,0,Address,Veveří 4,2013-09-06 08:50:00.000,"Veveří 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 4,16.6032711199629,49.1990873892812
1429,ulice,M,100,A,Antonínská,0,0,0,0,Address,Antonínská,2013-09-06 09:40:00.000,"Antonínská, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Antonínská,16.6061286488255,49.2026209752504
1430,ul_co_zn,M,100,A,Tylova 13,0,0,0,0,Address,Tylova 13,2013-09-06 09:54:00.000,"Tylova 13, Brno-Královo Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Tylova 13,16.5913177483771,49.232409825039
1431,ul_co_zn,M,100,A,Pekařská 18,0,0,0,0,Address,Pekařská 18,2013-09-06 09:55:00.000,"Pekařská 18, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 18,16.602318295054,49.1922673449524
1432,ulice,M,100,A,Jezuitská,0,0,0,0,Address,Jezuitská,2013-09-06 10:25:00.000,"Jezuitská, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jezuitská,16.6109097466896,49.1971141794237
1433,ul_co_zn,M,100,A,Jiráskova 47,0,0,0,0,Address,Jiráskova 47,2013-09-06 10:30:00.000,"Jiráskova 47, Brno","§ 27 odst. 1 písm. o) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jiráskova 47,16.5953452758067,49.2033319092455
1434,ul_co_zn,M,100,A,Moravské náměstí 9,0,0,0,0,Address,Moravské náměstí 9,2013-09-06 11:00:00.000,"Moravské náměstí 9, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Moravské náměstí 9,16.6055934581474,49.1988035459591
1435,ul_co_zn,M,100,A,Veveří 14,0,0,0,0,Address,Veveří 14,2013-09-06 11:45:00.000,"Veveří 14, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 14,16.6024716232381,49.1996009974995
1436,ul_co_zn,M,100,A,Veveří 18,0,0,0,0,Address,Veveří 18,2013-09-06 11:55:00.000,"Veveří 18, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 18,16.6022410566319,49.1997401342395
1437,ul_co_zn,M,100,A,Nádražní 16,0,0,0,0,Address,Nádražní 16,2013-09-06 12:35:00.000,"Nádražní 16-naproti, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nádražní 16,16.6069859943998,49.1897359433234
1438,ul_co_zn,M,100,A,Malinovského náměstí 4,0,0,0,0,Address,Malinovského náměstí 4,2013-09-06 12:40:00.000,"Malinovského náměstí 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Malinovského náměstí 4,16.6141621096066,49.1954062290161
1439,ul_co_zn,M,100,A,Malinovského náměstí 4,0,0,0,0,Address,Malinovského náměstí 4,2013-09-06 12:40:00.000,"Malinovského náměstí 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Malinovského náměstí 4,16.6141621096066,49.1954062290161
1440,ul_co_zn,M,100,A,Veveří 14,0,0,0,0,Address,Veveří 14,2013-09-06 16:25:00.000,"Veveří 14, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 14,16.6024716232381,49.1996009974995
1441,ul_co_zn,M,100,A,Pekárenská 14,0,0,0,0,Address,Pekárenská 14,2013-09-06 20:20:00.000,"Pekárenská 14, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekárenská 14,16.601148394412,49.2019646273766
1442,ul_co_zn,M,100,A,Pekařská 37,0,0,0,0,Address,Pekařská 37,2013-09-06 23:50:00.000,"Pekařská 37, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 37,16.601678010784,49.1919509490031
1443,ul_co_zn,M,100,A,Pekařská 37,0,0,0,0,Address,Pekařská 37,2013-09-07 00:45:00.000,"Pekařská 37, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 37,16.601678010784,49.1919509490031
1444,ul_co_zn,M,100,A,Husitská 5,0,0,0,0,Address,Husitská 5,2013-09-07 09:52:00.000,"Husitská 5, Brno-Královo Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Husitská 5,16.5937732722096,49.2236291679575
1445,ul_co_zn,M,100,A,Arménská 1,0,0,0,0,Address,Arménská 1,2013-09-07 12:45:00.000,"Arménská 1, Brno-Bohunice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Arménská 1,16.5837453446557,49.1665793770284
1446,ul_co_zn,M,100,A,Výstavní 2,0,0,0,0,Address,Výstavní 2,2013-09-07 14:55:00.000,"Výstavní 2, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Výstavní 2,16.5916868197496,49.1904939357972
1447,ul_co_zn,M,100,A,Merhautova 85,0,0,0,0,Address,Merhautova 85,2013-09-07 23:05:00.000,"Merhautova 85, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Merhautova 85,16.62354486725,49.2098266987326
1448,ul_co_zn,M,100,A,Merhautova 26,0,0,0,0,Address,Merhautova 26,2013-09-08 00:45:00.000,"Merhautova 26, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Merhautova 26,16.621419794441,49.2036351563158
1449,ulice,M,100,A,Mendlovo náměstí,0,0,0,0,Address,Mendlovo náměstí,2013-09-08 04:00:00.000,"Mendlovo náměstí-zadní vchod do FN, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Mendlovo náměstí,16.594198476667,49.1898860097006
1450,ul_co,M,100,M,Masná 7,0,0,0,0,Address,MASNÁ 7,2013-09-08 07:55:00.000,"Masná 7d, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Masná 7d,16.6264221444043,49.1870970642326
1451,ul_co_zn,M,100,A,Merhautova 36,0,0,0,0,Address,Merhautova 36,2013-09-08 08:50:00.000,"Merhautova 36-naproti, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Merhautova 36,16.6223623382044,49.2038452643197
1452,ul_co_zn,M,100,A,Hybešova 19a,0,0,0,0,Address,Hybešova 19a,2013-09-08 10:55:00.000,"Hybešova 19a, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 19a,16.6049596987019,49.1890111728612
1453,ul_co_zn,M,100,A,Hybešova 19,0,0,0,0,Address,Hybešova 19,2013-09-08 11:25:00.000,"Hybešova 19, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 19,16.6051743072519,49.1890403155651
1454,ul_co_zn,M,100,A,Hybešova 17,0,0,0,0,Address,Hybešova 17,2013-09-08 11:45:00.000,"Hybešova 17, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 17,16.6054540295705,49.1890478441082
1455,ul_co_zn,M,100,A,Pekařská 53,0,0,0,0,Address,Pekařská 53,2013-09-08 15:35:00.000,"Pekařská 53-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 53,16.59877584912,49.1913251372711
1456,ul_co_zn,M,100,A,Stojanova 14,0,0,0,0,Address,Stojanova 14,2013-09-08 21:55:00.000,"Stojanova 14, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Stojanova 14,16.5919519131844,49.2000066749999
1457,ul_co_zn,M,100,A,Merhautova 5,0,0,0,0,Address,Merhautova 5,2013-09-08 22:40:00.000,"Merhautova 5, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Merhautova 5,16.6198150051607,49.2035010235155
1458,ul_co_zn,M,100,A,Mazourova 2,0,0,0,0,Address,Mazourova 2,2013-09-09 00:55:00.000,"Mazourova 2, Brno-Židenice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Mazourova 2,16.6579043034885,49.1906044757067
1459,ul_co_zn,M,100,A,Antonínská 2,0,0,0,0,Address,Antonínská 2,2013-09-09 08:16:00.000,"Antonínská 2, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Antonínská 2,16.60347134596,49.201264972155
1460,ul_co_zn,M,100,A,třída Kpt. Jaroše 13,0,0,0,0,Address,třída Kpt. Jaroše 13,2013-09-09 08:30:00.000,"třída Kpt. Jaroše 13, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",třída Kpt. Jaroše 13,16.6104415996546,49.2014452684089
1461,ul_co_zn,M,100,A,třída Kpt. Jaroše 39a,0,0,0,0,Address,třída Kpt. Jaroše 39a,2013-09-09 09:30:00.000,"třída Kpt. Jaroše 39a, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",třída Kpt. Jaroše 39a,16.6096223550589,49.2036026214178
1462,ul_co_zn,M,100,A,Údolní 33,0,0,0,0,Address,Údolní 33,2013-09-09 09:55:00.000,"Údolní 33, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 33,16.5987673889882,49.1977022392576
1463,ul_co_zn,M,100,A,Údolní 25,0,0,0,0,Address,Údolní 25,2013-09-09 10:43:00.000,"Údolní 25, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 25,16.5997171990413,49.197296457623
1464,ul_co_zn,M,100,A,Údolní 23,0,0,0,0,Address,Údolní 23,2013-09-09 10:54:00.000,"Údolní 23, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 23,16.5998758852237,49.1972055940863
1465,ul_co_zn,M,100,A,Helfertova 23,0,0,0,0,Address,Helfertova 23,2013-09-09 11:45:00.000,"Helfertova 23, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Helfertova 23,16.6197060172447,49.2061497716791
1466,ul_co_zn,M,100,A,Údolní 33,0,0,0,0,Address,Údolní 33,2013-09-09 12:40:00.000,"Údolní 33, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 33,16.5987673889882,49.1977022392576
1467,ul_co_zn,M,100,A,Údolní 25,0,0,0,0,Address,Údolní 25,2013-09-09 13:01:00.000,"Údolní 25, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 25,16.5997171990413,49.197296457623
1468,ul_co_zn,M,100,A,Moravské náměstí 9,0,0,0,0,Address,Moravské náměstí 9,2013-09-09 13:17:00.000,"Moravské náměstí 9-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Moravské náměstí 9,16.6055934581474,49.1988035459591
1469,ul_co_zn,M,100,A,Údolní 33,0,0,0,0,Address,Údolní 33,2013-09-09 15:02:00.000,"Údolní 33, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 33,16.5987673889882,49.1977022392576
1470,ul_co_zn,M,100,A,Údolní 33,0,0,0,0,Address,Údolní 33,2013-09-09 15:13:00.000,"Údolní 33, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 33,16.5987673889882,49.1977022392576
1471,ul_co_zn,M,100,A,Svatopluka Čecha 108,0,0,0,0,Address,Svatopluka Čecha 108,2013-09-09 21:39:00.000,"Svatopluka Čecha 108, Brno-Královo Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Svatopluka Čecha 108,16.5842458518128,49.2199843359206
1472,ul_co_zn,M,100,A,Hybešova 15,0,0,0,0,Address,Hybešova 15,2013-09-09 21:55:00.000,"Hybešova 15, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 15,16.6059512324032,49.1890227594057
1473,ul_co_zn,M,100,A,Údolní 35,0,0,0,0,Address,Údolní 35,2013-09-10 07:45:00.000,"Údolní 35, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 35,16.5985062539133,49.1977774221331
1474,ul_co_zn,M,100,A,Údolní 19,0,0,0,0,Address,Údolní 19,2013-09-10 07:55:00.000,"Údolní 19, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 19,16.6003266770301,49.1968310806042
1475,ul_co_zn,M,100,A,Údolní 25,0,0,0,0,Address,Údolní 25,2013-09-10 08:40:00.000,"Údolní 25, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 25,16.5997171990413,49.197296457623
1476,ul_co_zn,M,100,A,Údolní 25,0,0,0,0,Address,Údolní 25,2013-09-10 08:55:00.000,"Údolní 25, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 25,16.5997171990413,49.197296457623
1477,ul_co_zn,M,100,A,Údolní 19,0,0,0,0,Address,Údolní 19,2013-09-10 09:22:00.000,"Údolní 19, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 19,16.6003266770301,49.1968310806042
1478,ul_co_zn,M,100,A,třída Kpt. Jaroše 32,0,0,0,0,Address,třída Kpt. Jaroše 32,2013-09-10 09:30:00.000,"třída Kpt. Jaroše 32, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",třída Kpt. Jaroše 32,16.6108066938113,49.2044513404926
1479,ul_co_zn,M,100,A,Metodějova 4,0,0,0,0,Address,Metodějova 4,2013-09-10 09:53:00.000,"Metodějova 4, Brno-Královo Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Metodějova 4,16.5948884774061,49.2271684787676
1480,ul_co_zn,M,100,A,Pekařská 29,0,0,0,0,Address,Pekařská 29,2013-09-10 10:15:00.000,"Pekařská 29, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 29,16.6022423149748,49.1920270554175
1481,ul_co_zn,M,100,A,Údolní 19,0,0,0,0,Address,Údolní 19,2013-09-10 11:15:00.000,"Údolní 19, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 19,16.6003266770301,49.1968310806042
1482,ul_co_zn,M,100,A,Vodní 32,0,0,0,0,Address,Vodní 32,2013-09-10 11:25:00.000,"Vodní 32, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vodní 32,16.6029370491556,49.190063884275
1483,ul_co_zn,M,100,A,Mezírka 7,0,0,0,0,Address,Mezírka 7,2013-09-10 12:00:00.000,"Mezírka 7, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Mezírka 7,16.6053868655606,49.2015105490133
1484,ul_co_zn,M,100,A,Mezírka 7,0,0,0,0,Address,Mezírka 7,2013-09-10 12:00:00.000,"Mezírka 7, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Mezírka 7,16.6053868655606,49.2015105490133
1485,ul_co_zn,M,100,A,Údolní 27,0,0,0,0,Address,Údolní 27,2013-09-10 13:20:00.000,"Údolní 27, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 27,16.59954240441,49.1973879001262
1486,ul_co_zn,M,100,A,Údolní 17,0,0,0,0,Address,Údolní 17,2013-09-10 13:30:00.000,"Údolní 17, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 17,16.6005823849228,49.1968681183905
